id;domain;priority;method;control;scenario;evidence;acceptance;initial_state;source;required_run;result;owner;executed_at;evidence_path;notes;bug_or_commit
BOL-070;4. Bola e reinícios;P0;DIR;Bola fora durante vantagem;Falta ocorre e bola sai logo depois.;timeline da vantagem;Motor decide falta ou reposição uma vez, sem eventos concorrentes.;PENDENTE 2.5D;AUDITORIA 650;True;PENDENTE;;;evidence/4_Bola_e_rein_cios/BOL-070/;;
IA-001;5. IA tática;P0;AUTO+VIS;Compactação vertical do bloco;Ataque circula da defesa ao terço final.;distância entre linhas;Bloco ajusta profundidade sem buracos sistemáticos acima de 18 m entre linhas adjacentes.;BASELINE R13.0;AUDITORIA 650;True;PENDENTE;;;evidence/5_IA_t_tica/IA-001/;;
IA-002;5. IA tática;P0;AUTO+VIS;Compactação horizontal;Bola alterna entre corredor esquerdo, centro e direito.;largura das linhas;Equipe desliza para o lado da bola e mantém lado oposto protegido por dentro.;PENDENTE 2.5D;AUDITORIA 650;True;PENDENTE;;;evidence/5_IA_t_tica/IA-002/;;
IA-003;5. IA tática;P0;AUTO;Linha defensiva coordenada;Passador rival sob e sem pressão.;amplitude de profundidade;"Linha sobe/recua em conjunto; taxa de desconexão dentro do gate.";BASELINE R13.0;AUDITORIA 650;True;PENDENTE;;;evidence/5_IA_t_tica/IA-003/;;
IA-004;5. IA tática;P0;AUTO+VIS;Lateral acompanha a linha;Bola no lado oposto e atacante aberto.;profundidade do lateral;Não mantém atacante em condição por atraso recorrente sem motivo.;PENDENTE 2.5D;AUDITORIA 650;True;PENDENTE;;;evidence/5_IA_t_tica/IA-004/;;
IA-005;5. IA tática;P0;AUTO+VIS;Volante protege zona central;Zagueiro sai para pressionar.;ocupação da zona abandonada;Volante ou defensor cobre a zona antes de o rival explorar o corredor central.;PENDENTE 2.5D;AUDITORIA 650;True;PENDENTE;;;evidence/5_IA_t_tica/IA-005/;;
IA-006;5. IA tática;P1;DIR;Ponta acompanha lateral;Lateral adversário ultrapassa.;vídeo + referência;"Ponta reage conforme estilo/mentalidade; ausência de acompanhamento deve gerar compensação.";PENDENTE 2.5D;AUDITORIA 650;True;PENDENTE;;;evidence/5_IA_t_tica/IA-006/;;
IA-007;5. IA tática;P1;AUTO+VIS;Lado oposto fecha por dentro;Ataque progride pelo corredor lateral.;posições do lado fraco;Extremo e lateral opostos estreitam sem abandonar completamente a largura.;PENDENTE 2.5D;AUDITORIA 650;True;PENDENTE;;;evidence/5_IA_t_tica/IA-007/;;
IA-008;5. IA tática;P0;AUTO;Defesa de descanso;Ataque posiciona muitos jogadores à frente.;quantidade e posição atrás da bola;Mantém proteção mínima coerente com mentalidade.;PENDENTE 2.5D;AUDITORIA 650;True;PENDENTE;;;evidence/5_IA_t_tica/IA-008/;;
IA-009;5. IA tática;P0;DIR;Linha de cinco temporária;Adversário ocupa última linha com quatro atacantes.;mudança estrutural;Volante/lateral recua por ocupação espacial, não por nome da formação.;PENDENTE 2.5D;AUDITORIA 650;True;PENDENTE;;;evidence/5_IA_t_tica/IA-009/;;
IA-010;5. IA tática;P1;DIR;Retorno à estrutura-base;Sobrecarga adversária termina.;timeline estrutural;Equipe desfaz linha de cinco gradualmente e sem trocar IDs de forma errada.;PENDENTE 2.5D;AUDITORIA 650;True;PENDENTE;;;evidence/5_IA_t_tica/IA-010/;;
IA-011;5. IA tática;P0;AUTO+VIS;Proteção do corredor central;Rival possui dois meias entrelinhas.;mapa de sombras de passe;Ao menos um volante ou zagueiro controla a zona e linha de passe.;PENDENTE 2.5D;AUDITORIA 650;True;PENDENTE;;;evidence/5_IA_t_tica/IA-011/;;
IA-012;5. IA tática;P0;DIR;Proteção do corredor lateral;Rival cria 2x1 contra lateral.;vídeo + distâncias;Cobertura chega por ponta, volante ou zagueiro antes de cruzamento livre recorrente.;PENDENTE 2.5D;AUDITORIA 650;True;PENDENTE;;;evidence/5_IA_t_tica/IA-012/;;
IA-013;5. IA tática;P1;DIR;Proteção da entrada da área;Cruzamento é cortado parcialmente.;ocupação após corte;Defesa mantém jogador para segunda bola.;PENDENTE 2.5D;AUDITORIA 650;True;PENDENTE;;;evidence/5_IA_t_tica/IA-013/;;
IA-014;5. IA tática;P0;AUTO+VIS;Recuo diante de corrida nas costas;Atacante acelera e passador tem tempo.;profundidade da linha;Linha recua proporcionalmente antes do passe, sem recuo infinito.;PENDENTE 2.5D;AUDITORIA 650;True;PENDENTE;;;evidence/5_IA_t_tica/IA-014/;;
IA-015;5. IA tática;P0;AUTO+VIS;Subida com passador pressionado;Passador rival de costas e sob pressão.;movimento da linha;Linha encurta em bloco e pode gerar impedimento orgânico.;BASELINE R13.0;AUDITORIA 650;True;PENDENTE;;;evidence/5_IA_t_tica/IA-015/;;
IA-016;5. IA tática;P1;AUTO;Escalonamento natural dos zagueiros;Bola em corredor lateral.;diferença de profundidade;Pequeno escalonamento, sem linha perfeitamente rígida nem buraco excessivo.;PENDENTE 2.5D;AUDITORIA 650;True;PENDENTE;;;evidence/5_IA_t_tica/IA-016/;;
IA-017;5. IA tática;P0;DIR;Cobertura do zagueiro que salta;Zagueiro pressiona entrelinhas.;mapa de posições;Parceiro e volante fecham profundidade e corredor do passe.;PENDENTE 2.5D;AUDITORIA 650;True;PENDENTE;;;evidence/5_IA_t_tica/IA-017/;;
IA-018;5. IA tática;P0;DIR;Proteção contra terceiro homem;Passe apoia e devolve em profundidade.;vídeo da sequência;Defesa acompanha a devolução e não persegue somente a bola.;PENDENTE 2.5D;AUDITORIA 650;True;PENDENTE;;;evidence/5_IA_t_tica/IA-018/;;
IA-019;5. IA tática;P1;AUTO+VIS;Reação a inversão longa;Bola muda de corredor em passe longo.;tempo de basculação;Bloco oposto reage antes da recepção ou dentro de 1,5 s lógicos.;PENDENTE 2.5D;AUDITORIA 650;True;PENDENTE;;;evidence/5_IA_t_tica/IA-019/;;
IA-020;5. IA tática;P0;DIR;Estrutura após bola parada;Escanteio ou falta é afastado.;mapa de recomposição;Papéis temporários desaparecem e linhas se reorganizam.;PENDENTE 2.5D;AUDITORIA 650;True;PENDENTE;;;evidence/5_IA_t_tica/IA-020/;;
IA-021;5. IA tática;P0;AUTO;Marcador a distância útil;Atacante recebe entrelinhas.;distância marcador-ameaça;Média dentro do gate e nenhuma associação acima de 20 m contada como cobertura.;BASELINE R13.0;AUDITORIA 650;True;PENDENTE;;;evidence/5_IA_t_tica/IA-021/;;
IA-022;5. IA tática;P0;AUTO;Marcador do lado do gol;Atacante central próximo à área.;posição relativa ao gol;Cobertura pelo lado do gol acima de 70% nas ameaças relevantes.;BASELINE R13.0;AUDITORIA 650;True;PENDENTE;;;evidence/5_IA_t_tica/IA-022/;;
IA-023;5. IA tática;P0;AUTO+VIS;Controle do corredor de passe;Atacante sem bola entre defensor e gol.;interseção defensor-linha de passe;Defensor reduz linha de passe mesmo sem colar no atacante.;PENDENTE 2.5D;AUDITORIA 650;True;PENDENTE;;;evidence/5_IA_t_tica/IA-023/;;
IA-024;5. IA tática;P0;DIR;Cobertura secundária;Primeiro marcador é driblado.;distância do segundo defensor;Segundo defensor entra em condição de intervenção sem abrir corredor central.;PENDENTE 2.5D;AUDITORIA 650;True;PENDENTE;;;evidence/5_IA_t_tica/IA-024/;;
IA-025;5. IA tática;P0;DIR;Transferência de marcação;Atacante cruza zonas lateral/central.;IDs de referência por tempo;Referência passa entre setores sem dois defensores perseguirem indefinidamente.;PENDENTE 2.5D;AUDITORIA 650;True;PENDENTE;;;evidence/5_IA_t_tica/IA-025/;;
IA-026;5. IA tática;P1;AUTO+VIS;Não seguir atacante irrelevante;Atacante recua para longe do gol.;movimento do defensor;Defensor preserva estrutura quando a perseguição criaria espaço perigoso.;PENDENTE 2.5D;AUDITORIA 650;True;PENDENTE;;;evidence/5_IA_t_tica/IA-026/;;
IA-027;5. IA tática;P0;DIR;Marcação de dois atacantes centrais;Dupla ocupa entre zagueiros e volantes.;mapa de coberturas;Ambos controlados por referências distintas ou zona compartilhada com sobra.;PENDENTE 2.5D;AUDITORIA 650;True;PENDENTE;;;evidence/5_IA_t_tica/IA-027/;;
IA-028;5. IA tática;P1;DIR;Marcação de ponta aberto;Ponta fixa amplitude.;posição lateral/zagueiro;Lateral controla distância e orientação sem abrir meio.;PENDENTE 2.5D;AUDITORIA 650;True;PENDENTE;;;evidence/5_IA_t_tica/IA-028/;;
IA-029;5. IA tática;P0;DIR;Marcação no segundo pau;Cruzamento vindo do lado oposto.;posição antes do cruzamento;Defensor do lado fraco acompanha atacante ou protege zona de finalização.;PENDENTE 2.5D;AUDITORIA 650;True;PENDENTE;;;evidence/5_IA_t_tica/IA-029/;;
IA-030;5. IA tática;P1;DIR;Marcação em rebote;Chute bloqueado volta à área.;reação após rebote;Defesa atualiza ameaça e não mantém referências antigas.;PENDENTE 2.5D;AUDITORIA 650;True;PENDENTE;;;evidence/5_IA_t_tica/IA-030/;;
IA-031;5. IA tática;P1;VIS;Marcação sem colisão de atletas;Dois defensores convergem.;vídeo próximo;Não ocupam exatamente o mesmo ponto por mais de 0,3 s.;PENDENTE 2.5D;AUDITORIA 650;True;PENDENTE;;;evidence/5_IA_t_tica/IA-031/;;
IA-032;5. IA tática;P1;AUTO;Sobra defensiva;Ataque possui igualdade numérica na última linha.;quantidade de defensores livres;Quando possível, um defensor preserva cobertura em vez de todos marcarem homem a homem.;PENDENTE 2.5D;AUDITORIA 650;True;PENDENTE;;;evidence/5_IA_t_tica/IA-032/;;
IA-033;5. IA tática;P1;DIR;Ameaça recém-entrada;Substituto entra e ocupa zona perigosa.;tempo para nova referência;IA reconhece e ajusta marcação em até 2 s lógicos.;PENDENTE 2.5D;AUDITORIA 650;True;PENDENTE;;;evidence/5_IA_t_tica/IA-033/;;
IA-034;5. IA tática;P0;DIR;Troca de posição ofensiva;Ponta e meia trocam corredores.;transferência de referências;Defesa reage à posição real, não ao rótulo original.;PENDENTE 2.5D;AUDITORIA 650;True;PENDENTE;;;evidence/5_IA_t_tica/IA-034/;;
IA-035;5. IA tática;P0;AUTO+VIS;Sobrecarga 4-2-4 por ocupação;Quatro atacantes ocupam última linha.;taxa de ameaça descoberta;Resposta ocorre sem condição hard-coded e taxa permanece dentro do gate.;BASELINE R13.0;AUDITORIA 650;True;PENDENTE;;;evidence/5_IA_t_tica/IA-035/;;
IA-036;5. IA tática;P1;DIR;Gatilho por passe para trás;Rival recua ao zagueiro.;timeline do pressionador;Pressão aumenta conforme estilo e distância, sem todos abandonarem zonas.;PENDENTE 2.5D;AUDITORIA 650;True;PENDENTE;;;evidence/5_IA_t_tica/IA-036/;;
IA-037;5. IA tática;P0;DIR;Gatilho por domínio ruim;Receptor perde controle.;tempo de reação;Jogador próximo acelera e cobertura fecha passe seguinte.;PENDENTE 2.5D;AUDITORIA 650;True;PENDENTE;;;evidence/5_IA_t_tica/IA-037/;;
IA-038;5. IA tática;P0;DIR;Gatilho por recepção de costas;Meia recebe voltado para o próprio gol.;abordagem e sombra;Pressionador chega pelo lado correto e bloqueia giro/passe perigoso.;PENDENTE 2.5D;AUDITORIA 650;True;PENDENTE;;;evidence/5_IA_t_tica/IA-038/;;
IA-039;5. IA tática;P1;AUTO+VIS;Pressão orientada para lateral;Portador próximo ao corredor.;ângulo de abordagem;Abordagem usa linha lateral como defensor adicional.;PENDENTE 2.5D;AUDITORIA 650;True;PENDENTE;;;evidence/5_IA_t_tica/IA-039/;;
IA-040;5. IA tática;P0;AUTO;Segundo homem fecha passe;Primeiro jogador pressiona.;ocupação da linha de passe;Companheiro fecha opção curta em vez de atacar a mesma bola.;PENDENTE 2.5D;AUDITORIA 650;True;PENDENTE;;;evidence/5_IA_t_tica/IA-040/;;
IA-041;5. IA tática;P0;AUTO;Terceiro homem protege profundidade;Pressão alta com linha subida.;posição do terceiro defensor;Mantém proteção contra passe vertical.;PENDENTE 2.5D;AUDITORIA 650;True;PENDENTE;;;evidence/5_IA_t_tica/IA-041/;;
IA-042;5. IA tática;P0;DIR;Abandono da pressão vencida;Rival rompe primeira linha.;mudança de fase;"Equipe recua e reorganiza; não persegue em fila.";PENDENTE 2.5D;AUDITORIA 650;True;PENDENTE;;;evidence/5_IA_t_tica/IA-042/;;
IA-043;5. IA tática;P1;AUTO;Intensidade coerente com estilo;Comparar pressão, equilibrado e bloco baixo.;ações de pressão por zona;"Pressão alta pressiona mais no campo rival; bloco baixo concentra no próprio terço.";BASELINE R13.0;AUDITORIA 650;True;PENDENTE;;;evidence/5_IA_t_tica/IA-043/;;
IA-044;5. IA tática;P1;AUTO+VIS;Pressão sem stamina infinita;Sequência longa de posse rival.;velocidade e frequência ao longo do tempo;Intensidade varia e não permanece máxima continuamente.;PENDENTE 2.5D;AUDITORIA 650;True;PENDENTE;;;evidence/5_IA_t_tica/IA-044/;;
IA-045;5. IA tática;P1;DIR;Pressão após saída de meta;Rival escolhe passe curto.;mapa de encaixes;Atacantes fecham opções proporcionalmente, sem teleporte de estrutura.;PENDENTE 2.5D;AUDITORIA 650;True;PENDENTE;;;evidence/5_IA_t_tica/IA-045/;;
IA-046;5. IA tática;P1;AUTO+VIS;Amplitude na construção;Posse com zagueiros.;largura de laterais/pontas;Equipe abre o campo conforme formação e estilo.;PENDENTE 2.5D;AUDITORIA 650;True;PENDENTE;;;evidence/5_IA_t_tica/IA-046/;;
IA-047;5. IA tática;P0;AUTO;Apoio curto ao portador;Portador sem opção frontal.;número de linhas de passe próximas;Ao menos uma opção de apoio aparece sem amontoamento.;PENDENTE 2.5D;AUDITORIA 650;True;PENDENTE;;;evidence/5_IA_t_tica/IA-047/;;
IA-048;5. IA tática;P1;AUTO+VIS;Ocupação entrelinhas;Meias atacam espaço entre meio e defesa.;mapa de recepções;Jogadores alternam altura e não formam uma única linha.;PENDENTE 2.5D;AUDITORIA 650;True;PENDENTE;;;evidence/5_IA_t_tica/IA-048/;;
IA-049;5. IA tática;P0;DIR;Ataque à profundidade;Passador tem tempo e atacante inicia corrida.;sincronia corrida/passe;Corrida começa antes do passe, podendo gerar condição ou impedimento orgânico.;PENDENTE 2.5D;AUDITORIA 650;True;PENDENTE;;;evidence/5_IA_t_tica/IA-049/;;
IA-050;5. IA tática;P1;DIR;Terceiro homem ofensivo;Apoio devolve para corredor livre.;sequência de três jogadores;Movimento do terceiro jogador cria linha real de progressão.;PENDENTE 2.5D;AUDITORIA 650;True;PENDENTE;;;evidence/5_IA_t_tica/IA-050/;;
IA-051;5. IA tática;P1;DIR;Inversão de corredor;Lado da bola está congestionado.;trace de decisão;IA considera lado oposto e executa passe viável, não giro instantâneo.;PENDENTE 2.5D;AUDITORIA 650;True;PENDENTE;;;evidence/5_IA_t_tica/IA-051/;;
IA-052;5. IA tática;P1;DIR;Ultrapassagem do lateral;Ponta recebe por dentro.;corrida sem bola;Lateral ataca corredor externo quando há cobertura.;PENDENTE 2.5D;AUDITORIA 650;True;PENDENTE;;;evidence/5_IA_t_tica/IA-052/;;
IA-053;5. IA tática;P1;DIR;Diagonal do ponta;Lateral mantém amplitude.;movimento ponta/lateral;Ponta ocupa meio espaço ou área sem colidir com centroavante.;PENDENTE 2.5D;AUDITORIA 650;True;PENDENTE;;;evidence/5_IA_t_tica/IA-053/;;
IA-054;5. IA tática;P0;AUTO;Presença na área proporcional;Ataque chega à linha de fundo.;contagem na área/defesa de descanso;Quantidade de atacantes responde à mentalidade sem abandonar totalmente a transição.;PENDENTE 2.5D;AUDITORIA 650;True;PENDENTE;;;evidence/5_IA_t_tica/IA-054/;;
IA-055;5. IA tática;P0;DIR;Escolha entre passe, cruzamento e chute;Portador no terço final com opções variadas.;scores de decisão;"Escolha reflete ângulo, pressão, companheiros e atributos; sem ação dominante fixa.";PENDENTE 2.5D;AUDITORIA 650;True;PENDENTE;;;evidence/5_IA_t_tica/IA-055/;;
IA-056;5. IA tática;P0;DIR;Primeiro passe após recuperação;Bola recuperada no próprio terço.;trace de opções;Pode assegurar posse ou acelerar conforme espaço e estilo.;PENDENTE 2.5D;AUDITORIA 650;True;PENDENTE;;;evidence/5_IA_t_tica/IA-056/;;
IA-057;5. IA tática;P1;AUTO+VIS;Corridas de apoio na transição;Recuperação com superioridade.;trajetórias de três jogadores;Portador recebe opções em largura, profundidade e apoio.;PENDENTE 2.5D;AUDITORIA 650;True;PENDENTE;;;evidence/5_IA_t_tica/IA-057/;;
IA-058;5. IA tática;P0;AUTO;Proteção contra contra-ataque;Equipe perde bola com laterais altos.;jogadores atrás da bola;Defesa de descanso fecha centro antes de perseguir portador.;PENDENTE 2.5D;AUDITORIA 650;True;PENDENTE;;;evidence/5_IA_t_tica/IA-058/;;
IA-059;5. IA tática;P1;DIR;Contra-pressão imediata;Perda no terço final.;ações nos primeiros 3 s;Jogadores próximos pressionam e outros protegem saídas.;PENDENTE 2.5D;AUDITORIA 650;True;PENDENTE;;;evidence/5_IA_t_tica/IA-059/;;
IA-060;5. IA tática;P0;DIR;Abandono da contra-pressão;Rival supera o primeiro cerco.;mudança de fase;"Equipe recua para bloco; não mantém perseguição caótica.";PENDENTE 2.5D;AUDITORIA 650;True;PENDENTE;;;evidence/5_IA_t_tica/IA-060/;;
IA-061;5. IA tática;P1;AUTO+VIS;Recomposição do lado oposto;Perda após inversão.;trajetória dos jogadores distantes;Lado fraco fecha por dentro e protege profundidade.;PENDENTE 2.5D;AUDITORIA 650;True;PENDENTE;;;evidence/5_IA_t_tica/IA-061/;;
IA-062;5. IA tática;P0;DIR;Decisão do portador no contra-ataque;Portador com 2x2 e 3x2.;trace da decisão;Conduz, passa ou finaliza conforme vantagem real.;PENDENTE 2.5D;AUDITORIA 650;True;PENDENTE;;;evidence/5_IA_t_tica/IA-062/;;
IA-063;5. IA tática;P0;DIR;Temporização defensiva;Defensor isolado contra dois atacantes.;movimento do defensor;Recua e fecha linha de passe até chegada de cobertura, em vez de bote suicida recorrente.;PENDENTE 2.5D;AUDITORIA 650;True;PENDENTE;;;evidence/5_IA_t_tica/IA-063/;;
IA-064;5. IA tática;P1;AUTO;Retorno de atacantes;Perda prolongada.;distância percorrida na recomposição;"Atacantes retornam conforme função e estilo; ninguém fica permanentemente desligado.";PENDENTE 2.5D;AUDITORIA 650;True;PENDENTE;;;evidence/5_IA_t_tica/IA-064/;;
IA-065;5. IA tática;P1;DIR;Transição após defesa do goleiro;Goleiro encaixa e vê espaço.;decisão de distribuição;Pode acelerar com lançamento ou esperar reorganização.;PENDENTE 2.5D;AUDITORIA 650;True;PENDENTE;;;evidence/5_IA_t_tica/IA-065/;;
IA-066;5. IA tática;P1;AUTO+VIS;Resposta a vantagem no placar;IA vence após 70 minutos.;mudança de risco/estrutura;Reduz risco de forma gradual, sem parar de atacar completamente.;PENDENTE 2.5D;AUDITORIA 650;True;PENDENTE;;;evidence/5_IA_t_tica/IA-066/;;
IA-067;5. IA tática;P0;AUTO+VIS;Resposta a desvantagem;IA perde após 70 minutos.;mudança de presença ofensiva;Aumenta risco e presença sem desmontar toda a defesa.;PENDENTE 2.5D;AUDITORIA 650;True;PENDENTE;;;evidence/5_IA_t_tica/IA-067/;;
IA-068;5. IA tática;P0;DIR;Resposta a expulsão própria;Equipe fica com dez.;nova estrutura;Reorganiza funções e preserva zonas essenciais.;PENDENTE 2.5D;AUDITORIA 650;True;PENDENTE;;;evidence/5_IA_t_tica/IA-068/;;
IA-069;5. IA tática;P1;DIR;Resposta a expulsão adversária;Rival fica com dez.;ocupação territorial;Explora superioridade sem criar regra de gol artificial.;PENDENTE 2.5D;AUDITORIA 650;True;PENDENTE;;;evidence/5_IA_t_tica/IA-069/;;
IA-070;5. IA tática;P1;DIR;Resposta a lesão/substituição;Jogador-chave sai.;redistribuição de funções;"Novo jogador assume função compatível; equipe não mantém referência inexistente.";PENDENTE 2.5D;AUDITORIA 650;True;PENDENTE;;;evidence/5_IA_t_tica/IA-070/;;
IA-071;5. IA tática;P0;DIR;Resposta a mudança de formação rival;Usuário troca 4-3-3 para 4-2-4.;ajuste espacial da IA;IA reage à nova ocupação, não ao nome do esquema.;PENDENTE 2.5D;AUDITORIA 650;True;PENDENTE;;;evidence/5_IA_t_tica/IA-071/;;
IA-072;5. IA tática;P1;DIR;Resposta a sobrecarga lateral repetida;Rival ataca o mesmo lado três vezes.;ajustes de cobertura;IA aumenta proteção local sem abandonar lado oposto por completo.;PENDENTE 2.5D;AUDITORIA 650;True;PENDENTE;;;evidence/5_IA_t_tica/IA-072/;;
IA-073;5. IA tática;P1;DIR;Resposta a bola longa repetida;Rival usa lançamentos nas costas.;profundidade e pressão no passador;Linha recua ou pressiona origem, reduzindo repetição do mesmo dano.;PENDENTE 2.5D;AUDITORIA 650;True;PENDENTE;;;evidence/5_IA_t_tica/IA-073/;;
IA-074;5. IA tática;P1;DIR;Resposta a bloco baixo rival;Rival fecha área.;circulação e largura;"IA amplia, troca corredor e busca entrelinhas; não chuta de qualquer lugar sempre.";PENDENTE 2.5D;AUDITORIA 650;True;PENDENTE;;;evidence/5_IA_t_tica/IA-074/;;
IA-075;5. IA tática;P0;DIR;Resposta a pressão alta rival;Saída curta é bloqueada.;decisão de saída;Alterna apoio, terceiro homem ou jogo direto conforme risco.;PENDENTE 2.5D;AUDITORIA 650;True;PENDENTE;;;evidence/5_IA_t_tica/IA-075/;;
IA-076;5. IA tática;P0;AUTO;Ausência de ação impossível;Amostrar todas as decisões em 200 jogos.;lista de decisões sem caminho físico;Zero passe/chute/interceptação sem trajetória ou alcance válido.;PENDENTE 2.5D;AUDITORIA 650;True;PENDENTE;;;evidence/5_IA_t_tica/IA-076/;;
IA-077;5. IA tática;P0;AUTO;Ausência de ação dominante;Comparar distribuição de ações por zona.;histograma de decisões;Nenhuma ação concentra participação anormal sem justificativa tática.;PENDENTE 2.5D;AUDITORIA 650;True;PENDENTE;;;evidence/5_IA_t_tica/IA-077/;;
IA-078;5. IA tática;P1;AUTO;Atributos influenciam sem determinar;Comparar atleta alto e baixo atributo em cenário igual.;probabilidades e resultados;Melhor atleta tem vantagem estatística, mas não sucesso garantido.;PENDENTE 2.5D;AUDITORIA 650;True;PENDENTE;;;evidence/5_IA_t_tica/IA-078/;;
IA-079;5. IA tática;P0;DIR;Contexto supera rótulo;Trocar posição nominal mantendo mesma ocupação física.;decisões comparadas;IA responde à geometria, não apenas ao nome da posição/formação.;PENDENTE 2.5D;AUDITORIA 650;True;PENDENTE;;;evidence/5_IA_t_tica/IA-079/;;
IA-080;5. IA tática;P1;AUTO;Explicabilidade de decisão crítica;Registrar chute, passe-chave, bote e saída do goleiro.;trace com fatores e pontuações;Cada decisão crítica apresenta fatores suficientes para reprodução e diagnóstico.;PENDENTE 2.5D;AUDITORIA 650;True;PENDENTE;;;evidence/5_IA_t_tica/IA-080/;;
FOR-001;6. Formações e estilos;P0;AUTO+VIS;3-4-3: estrutura-base;Iniciar partida neutra com atletas de laboratório e observar posse, defesa e reinícios.;mapas médios de posição + vídeo;Onze atletas ocupam funções distintas, sem amontoamento sistemático ou posição fora do campo.;BASELINE R13.0;AUDITORIA 650;True;PENDENTE;;;evidence/6_Forma_es_e_estilos/FOR-001/;;
FOR-002;6. Formações e estilos;P0;AUTO;3-4-3: transições e equilíbrio;Executar mandos espelhados e duas seeds contra todas as demais formações.;PPG, saldo, ameaças e transições;"Nenhuma dominância fora dos limites; transições preservam cobertura compatível com o desenho.";BASELINE R13.0;AUDITORIA 650;True;PENDENTE;;;evidence/6_Forma_es_e_estilos/FOR-002/;;
FOR-003;6. Formações e estilos;P0;AUTO+VIS;4-2-4: estrutura-base;Iniciar partida neutra com atletas de laboratório e observar posse, defesa e reinícios.;mapas médios de posição + vídeo;Onze atletas ocupam funções distintas, sem amontoamento sistemático ou posição fora do campo.;BASELINE R13.0;AUDITORIA 650;True;PENDENTE;;;evidence/6_Forma_es_e_estilos/FOR-003/;;
FOR-004;6. Formações e estilos;P0;AUTO;4-2-4: transições e equilíbrio;Executar mandos espelhados e duas seeds contra todas as demais formações.;PPG, saldo, ameaças e transições;"Nenhuma dominância fora dos limites; transições preservam cobertura compatível com o desenho.";BASELINE R13.0;AUDITORIA 650;True;PENDENTE;;;evidence/6_Forma_es_e_estilos/FOR-004/;;
FOR-005;6. Formações e estilos;P1;AUTO+VIS;4-5-1: estrutura-base;Iniciar partida neutra com atletas de laboratório e observar posse, defesa e reinícios.;mapas médios de posição + vídeo;Onze atletas ocupam funções distintas, sem amontoamento sistemático ou posição fora do campo.;BASELINE R13.0;AUDITORIA 650;True;PENDENTE;;;evidence/6_Forma_es_e_estilos/FOR-005/;;
FOR-006;6. Formações e estilos;P0;AUTO;4-5-1: transições e equilíbrio;Executar mandos espelhados e duas seeds contra todas as demais formações.;PPG, saldo, ameaças e transições;"Nenhuma dominância fora dos limites; transições preservam cobertura compatível com o desenho.";BASELINE R13.0;AUDITORIA 650;True;PENDENTE;;;evidence/6_Forma_es_e_estilos/FOR-006/;;
FOR-007;6. Formações e estilos;P1;AUTO+VIS;3-5-2: estrutura-base;Iniciar partida neutra com atletas de laboratório e observar posse, defesa e reinícios.;mapas médios de posição + vídeo;Onze atletas ocupam funções distintas, sem amontoamento sistemático ou posição fora do campo.;BASELINE R13.0;AUDITORIA 650;True;PENDENTE;;;evidence/6_Forma_es_e_estilos/FOR-007/;;
FOR-008;6. Formações e estilos;P0;AUTO;3-5-2: transições e equilíbrio;Executar mandos espelhados e duas seeds contra todas as demais formações.;PPG, saldo, ameaças e transições;"Nenhuma dominância fora dos limites; transições preservam cobertura compatível com o desenho.";BASELINE R13.0;AUDITORIA 650;True;PENDENTE;;;evidence/6_Forma_es_e_estilos/FOR-008/;;
FOR-009;6. Formações e estilos;P1;AUTO+VIS;5-2-3: estrutura-base;Iniciar partida neutra com atletas de laboratório e observar posse, defesa e reinícios.;mapas médios de posição + vídeo;Onze atletas ocupam funções distintas, sem amontoamento sistemático ou posição fora do campo.;BASELINE R13.0;AUDITORIA 650;True;PENDENTE;;;evidence/6_Forma_es_e_estilos/FOR-009/;;
FOR-010;6. Formações e estilos;P0;AUTO;5-2-3: transições e equilíbrio;Executar mandos espelhados e duas seeds contra todas as demais formações.;PPG, saldo, ameaças e transições;"Nenhuma dominância fora dos limites; transições preservam cobertura compatível com o desenho.";BASELINE R13.0;AUDITORIA 650;True;PENDENTE;;;evidence/6_Forma_es_e_estilos/FOR-010/;;
FOR-011;6. Formações e estilos;P1;AUTO+VIS;4-1-2-1-2: estrutura-base;Iniciar partida neutra com atletas de laboratório e observar posse, defesa e reinícios.;mapas médios de posição + vídeo;Onze atletas ocupam funções distintas, sem amontoamento sistemático ou posição fora do campo.;BASELINE R13.0;AUDITORIA 650;True;PENDENTE;;;evidence/6_Forma_es_e_estilos/FOR-011/;;
FOR-012;6. Formações e estilos;P0;AUTO;4-1-2-1-2: transições e equilíbrio;Executar mandos espelhados e duas seeds contra todas as demais formações.;PPG, saldo, ameaças e transições;"Nenhuma dominância fora dos limites; transições preservam cobertura compatível com o desenho.";BASELINE R13.0;AUDITORIA 650;True;PENDENTE;;;evidence/6_Forma_es_e_estilos/FOR-012/;;
FOR-013;6. Formações e estilos;P1;AUTO+VIS;4-3-3: estrutura-base;Iniciar partida neutra com atletas de laboratório e observar posse, defesa e reinícios.;mapas médios de posição + vídeo;Onze atletas ocupam funções distintas, sem amontoamento sistemático ou posição fora do campo.;BASELINE R13.0;AUDITORIA 650;True;PENDENTE;;;evidence/6_Forma_es_e_estilos/FOR-013/;;
FOR-014;6. Formações e estilos;P0;AUTO;4-3-3: transições e equilíbrio;Executar mandos espelhados e duas seeds contra todas as demais formações.;PPG, saldo, ameaças e transições;"Nenhuma dominância fora dos limites; transições preservam cobertura compatível com o desenho.";BASELINE R13.0;AUDITORIA 650;True;PENDENTE;;;evidence/6_Forma_es_e_estilos/FOR-014/;;
