lance,seed,minuto,tipo,formacoes,estilos,classificacao_automatica,sinal,status_final,sistema,funcao,causa_raiz,etapa,evidencia
23,15004,63.0,tactical_snapshot,4-3-3 x 4-2-3-1,counter x direct,P1_SUSPEITA,ameaca_sem_marcador,CONFIRMADO_P0,defesa,_defendTarget ramo _markRef (30-r13-football-observer.js:561),"Cobertura de ameaça medida em 0,618 sobre 294 partidas (limite 0,65). As cinco tentativas de parâmetro registradas no handoff não moveram a métrica (travada em 0,68–0,71): o gargalo é o CÁLCULO da posição de marcação, não o ajuste. `_defendTarget` decide 27,4% das posições defensivas pelo ramo `_markRef`.",§30 defesa coletiva,persistent_uncovered = 1.00
24,15004,75.0,tactical_snapshot,4-3-3 x 4-2-3-1,counter x direct,P0_SUSPEITA,velocidade,CONFIRMADO_P1,movimento,commitMovement + guarda global (29-r12:85 e :90),"A guarda de frame permite `maxSpd*dt*1.28 + 0.20` por passo. A 7 m/s e dt=1/30 isso autoriza 0,499 m/passo = 14,9 m/s = 2,14× maxSpd. O teto efetivo do motor é o dobro do atributo do jogador, então `maxSpd` não é limite de velocidade — é sugestão.",§32 física,max_speed_ratio = 1.542× maxSpd (reconferido no estado bruto)
24,15004,75.0,tactical_snapshot,4-3-3 x 4-2-3-1,counter x direct,P0_SUSPEITA,invasao_lateral,CONFIRMADO_P1,posicionamento,_attackTarget / _defendTarget,"Invasão de lado sobrevive à régua corrigida (relativa à posição-base). §26 admite invasão por rotação, cobertura, transição ou perseguição — mas exige motivo, duração, compensação e retorno, e o motor não registra nenhum dos quatro (§18 não implementado).",§18 contrato de função (não iniciada),lado respeitado neste lance = 0.7812
24,15004,75.0,tactical_snapshot,4-3-3 x 4-2-3-1,counter x direct,P0_SUSPEITA,ameaca_sem_marcador,CONFIRMADO_P0,defesa,_defendTarget ramo _markRef (30-r13-football-observer.js:561),"Cobertura de ameaça medida em 0,618 sobre 294 partidas (limite 0,65). As cinco tentativas de parâmetro registradas no handoff não moveram a métrica (travada em 0,68–0,71): o gargalo é o CÁLCULO da posição de marcação, não o ajuste. `_defendTarget` decide 27,4% das posições defensivas pelo ramo `_markRef`.",§30 defesa coletiva,persistent_uncovered = 1.00
25,15005,1.0,run_break,4-2-4 x 4-3-3,direct x balanced,P0_SUSPEITA,velocidade,CONFIRMADO_P1,movimento,commitMovement + guarda global (29-r12:85 e :90),"A guarda de frame permite `maxSpd*dt*1.28 + 0.20` por passo. A 7 m/s e dt=1/30 isso autoriza 0,499 m/passo = 14,9 m/s = 2,14× maxSpd. O teto efetivo do motor é o dobro do atributo do jogador, então `maxSpd` não é limite de velocidade — é sugestão.",§32 física,max_speed_ratio = 1.385× maxSpd (reconferido no estado bruto)
25,15005,1.0,run_break,4-2-4 x 4-3-3,direct x balanced,P0_SUSPEITA,invasao_lateral,FALSO_POSITIVO,—,—,"Defeito de MEDIÇÃO do coletor, não do motor. A régua usa `y` absoluto igual para os dois times (script:141-142), mas os lados são espelhados por equipe — medido no estado bruto: LB do time 0 tem hy=0,110 e LB do time 1 tem hy=0,785. Todo ala de um dos times é marcado NA PRÓPRIA POSIÇÃO-BASE. Sobre os 120 lances a régua do coletor marca 48,95% das amostras (≈ um time inteiro de alas); a régua relativa à base mede 96,31% de respeito ao lado.",§26 respeito aos lados,lado respeitado neste lance = 1.0000 (coletor dizia invasão em 100% dos quadros)
26,15005,15.0,tactical_snapshot,4-2-4 x 4-3-3,direct x balanced,P1_SUSPEITA,invasao_lateral,FALSO_POSITIVO,—,—,"Defeito de MEDIÇÃO do coletor, não do motor. A régua usa `y` absoluto igual para os dois times (script:141-142), mas os lados são espelhados por equipe — medido no estado bruto: LB do time 0 tem hy=0,110 e LB do time 1 tem hy=0,785. Todo ala de um dos times é marcado NA PRÓPRIA POSIÇÃO-BASE. Sobre os 120 lances a régua do coletor marca 48,95% das amostras (≈ um time inteiro de alas); a régua relativa à base mede 96,31% de respeito ao lado.",§26 respeito aos lados,lado respeitado neste lance = 1.0000 (coletor dizia invasão em 100% dos quadros)
26,15005,15.0,tactical_snapshot,4-2-4 x 4-3-3,direct x balanced,P1_SUSPEITA,ameaca_sem_marcador,CONFIRMADO_P0,defesa,_defendTarget ramo _markRef (30-r13-football-observer.js:561),"Cobertura de ameaça medida em 0,618 sobre 294 partidas (limite 0,65). As cinco tentativas de parâmetro registradas no handoff não moveram a métrica (travada em 0,68–0,71): o gargalo é o CÁLCULO da posição de marcação, não o ajuste. `_defendTarget` decide 27,4% das posições defensivas pelo ramo `_markRef`.",§30 defesa coletiva,persistent_uncovered = 0.92
27,15005,30.0,looseControl,4-2-4 x 4-3-3,direct x balanced,P1_SUSPEITA,invasao_lateral,FALSO_POSITIVO,—,—,"Defeito de MEDIÇÃO do coletor, não do motor. A régua usa `y` absoluto igual para os dois times (script:141-142), mas os lados são espelhados por equipe — medido no estado bruto: LB do time 0 tem hy=0,110 e LB do time 1 tem hy=0,785. Todo ala de um dos times é marcado NA PRÓPRIA POSIÇÃO-BASE. Sobre os 120 lances a régua do coletor marca 48,95% das amostras (≈ um time inteiro de alas); a régua relativa à base mede 96,31% de respeito ao lado.",§26 respeito aos lados,lado respeitado neste lance = 1.0000 (coletor dizia invasão em 100% dos quadros)
27,15005,30.0,looseControl,4-2-4 x 4-3-3,direct x balanced,P1_SUSPEITA,ameaca_sem_marcador,CONFIRMADO_P0,defesa,_defendTarget ramo _markRef (30-r13-football-observer.js:561),"Cobertura de ameaça medida em 0,618 sobre 294 partidas (limite 0,65). As cinco tentativas de parâmetro registradas no handoff não moveram a métrica (travada em 0,68–0,71): o gargalo é o CÁLCULO da posição de marcação, não o ajuste. `_defendTarget` decide 27,4% das posições defensivas pelo ramo `_markRef`.",§30 defesa coletiva,persistent_uncovered = 1.00
28,15005,47.0,tactical_snapshot,4-2-4 x 4-3-3,direct x balanced,P1_SUSPEITA,invasao_lateral,CONFIRMADO_P1,posicionamento,_attackTarget / _defendTarget,"Invasão de lado sobrevive à régua corrigida (relativa à posição-base). §26 admite invasão por rotação, cobertura, transição ou perseguição — mas exige motivo, duração, compensação e retorno, e o motor não registra nenhum dos quatro (§18 não implementado).",§18 contrato de função (não iniciada),lado respeitado neste lance = 0.6250
28,15005,47.0,tactical_snapshot,4-2-4 x 4-3-3,direct x balanced,P1_SUSPEITA,ameaca_sem_marcador,CONFIRMADO_P0,defesa,_defendTarget ramo _markRef (30-r13-football-observer.js:561),"Cobertura de ameaça medida em 0,618 sobre 294 partidas (limite 0,65). As cinco tentativas de parâmetro registradas no handoff não moveram a métrica (travada em 0,68–0,71): o gargalo é o CÁLCULO da posição de marcação, não o ajuste. `_defendTarget` decide 27,4% das posições defensivas pelo ramo `_markRef`.",§30 defesa coletiva,persistent_uncovered = 1.00
29,15005,60.0,gk_bad_distribution,4-2-4 x 4-3-3,direct x balanced,P0_SUSPEITA,velocidade,CONFIRMADO_P1,movimento,commitMovement + guarda global (29-r12:85 e :90),"A guarda de frame permite `maxSpd*dt*1.28 + 0.20` por passo. A 7 m/s e dt=1/30 isso autoriza 0,499 m/passo = 14,9 m/s = 2,14× maxSpd. O teto efetivo do motor é o dobro do atributo do jogador, então `maxSpd` não é limite de velocidade — é sugestão.",§32 física,max_speed_ratio = 1.549× maxSpd (reconferido no estado bruto)
29,15005,60.0,gk_bad_distribution,4-2-4 x 4-3-3,direct x balanced,P0_SUSPEITA,invasao_lateral,FALSO_POSITIVO,—,—,"Defeito de MEDIÇÃO do coletor, não do motor. A régua usa `y` absoluto igual para os dois times (script:141-142), mas os lados são espelhados por equipe — medido no estado bruto: LB do time 0 tem hy=0,110 e LB do time 1 tem hy=0,785. Todo ala de um dos times é marcado NA PRÓPRIA POSIÇÃO-BASE. Sobre os 120 lances a régua do coletor marca 48,95% das amostras (≈ um time inteiro de alas); a régua relativa à base mede 96,31% de respeito ao lado.",§26 respeito aos lados,lado respeitado neste lance = 0.8750 (coletor dizia invasão em 100% dos quadros)
29,15005,60.0,gk_bad_distribution,4-2-4 x 4-3-3,direct x balanced,P0_SUSPEITA,ameaca_sem_marcador,CONFIRMADO_P0,defesa,_defendTarget ramo _markRef (30-r13-football-observer.js:561),"Cobertura de ameaça medida em 0,618 sobre 294 partidas (limite 0,65). As cinco tentativas de parâmetro registradas no handoff não moveram a métrica (travada em 0,68–0,71): o gargalo é o CÁLCULO da posição de marcação, não o ajuste. `_defendTarget` decide 27,4% das posições defensivas pelo ramo `_markRef`.",§30 defesa coletiva,persistent_uncovered = 0.92
30,15005,75.0,tactical_snapshot,4-2-4 x 4-3-3,direct x balanced,P1_SUSPEITA,invasao_lateral,FALSO_POSITIVO,—,—,"Defeito de MEDIÇÃO do coletor, não do motor. A régua usa `y` absoluto igual para os dois times (script:141-142), mas os lados são espelhados por equipe — medido no estado bruto: LB do time 0 tem hy=0,110 e LB do time 1 tem hy=0,785. Todo ala de um dos times é marcado NA PRÓPRIA POSIÇÃO-BASE. Sobre os 120 lances a régua do coletor marca 48,95% das amostras (≈ um time inteiro de alas); a régua relativa à base mede 96,31% de respeito ao lado.",§26 respeito aos lados,lado respeitado neste lance = 0.8750 (coletor dizia invasão em 100% dos quadros)
30,15005,75.0,tactical_snapshot,4-2-4 x 4-3-3,direct x balanced,P1_SUSPEITA,ameaca_sem_marcador,CONFIRMADO_P0,defesa,_defendTarget ramo _markRef (30-r13-football-observer.js:561),"Cobertura de ameaça medida em 0,618 sobre 294 partidas (limite 0,65). As cinco tentativas de parâmetro registradas no handoff não moveram a métrica (travada em 0,68–0,71): o gargalo é o CÁLCULO da posição de marcação, não o ajuste. `_defendTarget` decide 27,4% das posições defensivas pelo ramo `_markRef`.",§30 defesa coletiva,persistent_uncovered = 1.00
31,15006,3.0,looseControl,4-4-2 x 4-2-3-1,balanced x counter,P1_SUSPEITA,invasao_lateral,FALSO_POSITIVO,—,—,"Defeito de MEDIÇÃO do coletor, não do motor. A régua usa `y` absoluto igual para os dois times (script:141-142), mas os lados são espelhados por equipe — medido no estado bruto: LB do time 0 tem hy=0,110 e LB do time 1 tem hy=0,785. Todo ala de um dos times é marcado NA PRÓPRIA POSIÇÃO-BASE. Sobre os 120 lances a régua do coletor marca 48,95% das amostras (≈ um time inteiro de alas); a régua relativa à base mede 96,31% de respeito ao lado.",§26 respeito aos lados,lado respeitado neste lance = 1.0000 (coletor dizia invasão em 100% dos quadros)
31,15006,3.0,looseControl,4-4-2 x 4-2-3-1,balanced x counter,P1_SUSPEITA,ameaca_sem_marcador,CONFIRMADO_P0,defesa,_defendTarget ramo _markRef (30-r13-football-observer.js:561),"Cobertura de ameaça medida em 0,618 sobre 294 partidas (limite 0,65). As cinco tentativas de parâmetro registradas no handoff não moveram a métrica (travada em 0,68–0,71): o gargalo é o CÁLCULO da posição de marcação, não o ajuste. `_defendTarget` decide 27,4% das posições defensivas pelo ramo `_markRef`.",§30 defesa coletiva,persistent_uncovered = 1.00
32,15006,15.0,throw_in,4-4-2 x 4-2-3-1,balanced x counter,P1_SUSPEITA,invasao_lateral,FALSO_POSITIVO,—,—,"Defeito de MEDIÇÃO do coletor, não do motor. A régua usa `y` absoluto igual para os dois times (script:141-142), mas os lados são espelhados por equipe — medido no estado bruto: LB do time 0 tem hy=0,110 e LB do time 1 tem hy=0,785. Todo ala de um dos times é marcado NA PRÓPRIA POSIÇÃO-BASE. Sobre os 120 lances a régua do coletor marca 48,95% das amostras (≈ um time inteiro de alas); a régua relativa à base mede 96,31% de respeito ao lado.",§26 respeito aos lados,lado respeitado neste lance = 1.0000 (coletor dizia invasão em 100% dos quadros)
33,15006,32.0,manager_change,4-4-2 x 4-2-3-1,balanced x counter,P1_SUSPEITA,invasao_lateral,FALSO_POSITIVO,—,—,"Defeito de MEDIÇÃO do coletor, não do motor. A régua usa `y` absoluto igual para os dois times (script:141-142), mas os lados são espelhados por equipe — medido no estado bruto: LB do time 0 tem hy=0,110 e LB do time 1 tem hy=0,785. Todo ala de um dos times é marcado NA PRÓPRIA POSIÇÃO-BASE. Sobre os 120 lances a régua do coletor marca 48,95% das amostras (≈ um time inteiro de alas); a régua relativa à base mede 96,31% de respeito ao lado.",§26 respeito aos lados,lado respeitado neste lance = 0.9756 (coletor dizia invasão em 100% dos quadros)
34,15006,45.0,foul,4-4-2 x 4-2-3-1,balanced x counter,P1_SUSPEITA,invasao_lateral,FALSO_POSITIVO,—,—,"Defeito de MEDIÇÃO do coletor, não do motor. A régua usa `y` absoluto igual para os dois times (script:141-142), mas os lados são espelhados por equipe — medido no estado bruto: LB do time 0 tem hy=0,110 e LB do time 1 tem hy=0,785. Todo ala de um dos times é marcado NA PRÓPRIA POSIÇÃO-BASE. Sobre os 120 lances a régua do coletor marca 48,95% das amostras (≈ um time inteiro de alas); a régua relativa à base mede 96,31% de respeito ao lado.",§26 respeito aos lados,lado respeitado neste lance = 0.8750 (coletor dizia invasão em 100% dos quadros)
34,15006,45.0,foul,4-4-2 x 4-2-3-1,balanced x counter,P1_SUSPEITA,ameaca_sem_marcador,CONFIRMADO_P0,defesa,_defendTarget ramo _markRef (30-r13-football-observer.js:561),"Cobertura de ameaça medida em 0,618 sobre 294 partidas (limite 0,65). As cinco tentativas de parâmetro registradas no handoff não moveram a métrica (travada em 0,68–0,71): o gargalo é o CÁLCULO da posição de marcação, não o ajuste. `_defendTarget` decide 27,4% das posições defensivas pelo ramo `_markRef`.",§30 defesa coletiva,persistent_uncovered = 1.00
35,15006,60.0,run_break,4-4-2 x 4-2-3-1,balanced x counter,P1_SUSPEITA,invasao_lateral,FALSO_POSITIVO,—,—,"Defeito de MEDIÇÃO do coletor, não do motor. A régua usa `y` absoluto igual para os dois times (script:141-142), mas os lados são espelhados por equipe — medido no estado bruto: LB do time 0 tem hy=0,110 e LB do time 1 tem hy=0,785. Todo ala de um dos times é marcado NA PRÓPRIA POSIÇÃO-BASE. Sobre os 120 lances a régua do coletor marca 48,95% das amostras (≈ um time inteiro de alas); a régua relativa à base mede 96,31% de respeito ao lado.",§26 respeito aos lados,lado respeitado neste lance = 0.9479 (coletor dizia invasão em 100% dos quadros)
35,15006,60.0,run_break,4-4-2 x 4-2-3-1,balanced x counter,P1_SUSPEITA,ameaca_sem_marcador,CONFIRMADO_P0,defesa,_defendTarget ramo _markRef (30-r13-football-observer.js:561),"Cobertura de ameaça medida em 0,618 sobre 294 partidas (limite 0,65). As cinco tentativas de parâmetro registradas no handoff não moveram a métrica (travada em 0,68–0,71): o gargalo é o CÁLCULO da posição de marcação, não o ajuste. `_defendTarget` decide 27,4% das posições defensivas pelo ramo `_markRef`.",§30 defesa coletiva,persistent_uncovered = 1.00
36,15006,75.0,tactical_snapshot,4-4-2 x 4-2-3-1,balanced x counter,P1_SUSPEITA,invasao_lateral,CONFIRMADO_P1,posicionamento,_attackTarget / _defendTarget,"Invasão de lado sobrevive à régua corrigida (relativa à posição-base). §26 admite invasão por rotação, cobertura, transição ou perseguição — mas exige motivo, duração, compensação e retorno, e o motor não registra nenhum dos quatro (§18 não implementado).",§18 contrato de função (não iniciada),lado respeitado neste lance = 0.8125
36,15006,75.0,tactical_snapshot,4-4-2 x 4-2-3-1,balanced x counter,P1_SUSPEITA,ameaca_sem_marcador,CONFIRMADO_P0,defesa,_defendTarget ramo _markRef (30-r13-football-observer.js:561),"Cobertura de ameaça medida em 0,618 sobre 294 partidas (limite 0,65). As cinco tentativas de parâmetro registradas no handoff não moveram a métrica (travada em 0,68–0,71): o gargalo é o CÁLCULO da posição de marcação, não o ajuste. `_defendTarget` decide 27,4% das posições defensivas pelo ramo `_markRef`.",§30 defesa coletiva,persistent_uncovered = 1.00
37,15007,1.0,through,4-4-2 x 3-5-2,balanced x direct,P1_SUSPEITA,invasao_lateral,FALSO_POSITIVO,—,—,"Defeito de MEDIÇÃO do coletor, não do motor. A régua usa `y` absoluto igual para os dois times (script:141-142), mas os lados são espelhados por equipe — medido no estado bruto: LB do time 0 tem hy=0,110 e LB do time 1 tem hy=0,785. Todo ala de um dos times é marcado NA PRÓPRIA POSIÇÃO-BASE. Sobre os 120 lances a régua do coletor marca 48,95% das amostras (≈ um time inteiro de alas); a régua relativa à base mede 96,31% de respeito ao lado.",§26 respeito aos lados,lado respeitado neste lance = 1.0000 (coletor dizia invasão em 100% dos quadros)
38,15007,15.0,tactical_snapshot,4-4-2 x 3-5-2,balanced x direct,P0_SUSPEITA,velocidade,CONFIRMADO_P1,movimento,commitMovement + guarda global (29-r12:85 e :90),"A guarda de frame permite `maxSpd*dt*1.28 + 0.20` por passo. A 7 m/s e dt=1/30 isso autoriza 0,499 m/passo = 14,9 m/s = 2,14× maxSpd. O teto efetivo do motor é o dobro do atributo do jogador, então `maxSpd` não é limite de velocidade — é sugestão.",§32 física,max_speed_ratio = 1.654× maxSpd (reconferido no estado bruto)
38,15007,15.0,tactical_snapshot,4-4-2 x 3-5-2,balanced x direct,P0_SUSPEITA,invasao_lateral,FALSO_POSITIVO,—,—,"Defeito de MEDIÇÃO do coletor, não do motor. A régua usa `y` absoluto igual para os dois times (script:141-142), mas os lados são espelhados por equipe — medido no estado bruto: LB do time 0 tem hy=0,110 e LB do time 1 tem hy=0,785. Todo ala de um dos times é marcado NA PRÓPRIA POSIÇÃO-BASE. Sobre os 120 lances a régua do coletor marca 48,95% das amostras (≈ um time inteiro de alas); a régua relativa à base mede 96,31% de respeito ao lado.",§26 respeito aos lados,lado respeitado neste lance = 1.0000 (coletor dizia invasão em 100% dos quadros)
39,15007,31.0,tactical_snapshot,4-4-2 x 3-5-2,balanced x direct,P1_SUSPEITA,invasao_lateral,FALSO_POSITIVO,—,—,"Defeito de MEDIÇÃO do coletor, não do motor. A régua usa `y` absoluto igual para os dois times (script:141-142), mas os lados são espelhados por equipe — medido no estado bruto: LB do time 0 tem hy=0,110 e LB do time 1 tem hy=0,785. Todo ala de um dos times é marcado NA PRÓPRIA POSIÇÃO-BASE. Sobre os 120 lances a régua do coletor marca 48,95% das amostras (≈ um time inteiro de alas); a régua relativa à base mede 96,31% de respeito ao lado.",§26 respeito aos lados,lado respeitado neste lance = 0.9861 (coletor dizia invasão em 100% dos quadros)
40,15007,47.0,tactical_snapshot,4-4-2 x 3-5-2,balanced x direct,P1_SUSPEITA,invasao_lateral,FALSO_POSITIVO,—,—,"Defeito de MEDIÇÃO do coletor, não do motor. A régua usa `y` absoluto igual para os dois times (script:141-142), mas os lados são espelhados por equipe — medido no estado bruto: LB do time 0 tem hy=0,110 e LB do time 1 tem hy=0,785. Todo ala de um dos times é marcado NA PRÓPRIA POSIÇÃO-BASE. Sobre os 120 lances a régua do coletor marca 48,95% das amostras (≈ um time inteiro de alas); a régua relativa à base mede 96,31% de respeito ao lado.",§26 respeito aos lados,lado respeitado neste lance = 1.0000 (coletor dizia invasão em 100% dos quadros)
40,15007,47.0,tactical_snapshot,4-4-2 x 3-5-2,balanced x direct,P1_SUSPEITA,ameaca_sem_marcador,CONFIRMADO_P0,defesa,_defendTarget ramo _markRef (30-r13-football-observer.js:561),"Cobertura de ameaça medida em 0,618 sobre 294 partidas (limite 0,65). As cinco tentativas de parâmetro registradas no handoff não moveram a métrica (travada em 0,68–0,71): o gargalo é o CÁLCULO da posição de marcação, não o ajuste. `_defendTarget` decide 27,4% das posições defensivas pelo ramo `_markRef`.",§30 defesa coletiva,persistent_uncovered = 1.00
41,15007,60.0,gk_claim,4-4-2 x 3-5-2,balanced x direct,P0_SUSPEITA,velocidade,CONFIRMADO_P1,movimento,commitMovement + guarda global (29-r12:85 e :90),"A guarda de frame permite `maxSpd*dt*1.28 + 0.20` por passo. A 7 m/s e dt=1/30 isso autoriza 0,499 m/passo = 14,9 m/s = 2,14× maxSpd. O teto efetivo do motor é o dobro do atributo do jogador, então `maxSpd` não é limite de velocidade — é sugestão.",§32 física,max_speed_ratio = 1.422× maxSpd (reconferido no estado bruto)
41,15007,60.0,gk_claim,4-4-2 x 3-5-2,balanced x direct,P0_SUSPEITA,invasao_lateral,FALSO_POSITIVO,—,—,"Defeito de MEDIÇÃO do coletor, não do motor. A régua usa `y` absoluto igual para os dois times (script:141-142), mas os lados são espelhados por equipe — medido no estado bruto: LB do time 0 tem hy=0,110 e LB do time 1 tem hy=0,785. Todo ala de um dos times é marcado NA PRÓPRIA POSIÇÃO-BASE. Sobre os 120 lances a régua do coletor marca 48,95% das amostras (≈ um time inteiro de alas); a régua relativa à base mede 96,31% de respeito ao lado.",§26 respeito aos lados,lado respeitado neste lance = 0.8750 (coletor dizia invasão em 100% dos quadros)
41,15007,60.0,gk_claim,4-4-2 x 3-5-2,balanced x direct,P0_SUSPEITA,ameaca_sem_marcador,CONFIRMADO_P0,defesa,_defendTarget ramo _markRef (30-r13-football-observer.js:561),"Cobertura de ameaça medida em 0,618 sobre 294 partidas (limite 0,65). As cinco tentativas de parâmetro registradas no handoff não moveram a métrica (travada em 0,68–0,71): o gargalo é o CÁLCULO da posição de marcação, não o ajuste. `_defendTarget` decide 27,4% das posições defensivas pelo ramo `_markRef`.",§30 defesa coletiva,persistent_uncovered = 1.00
42,15007,75.0,through,4-4-2 x 3-5-2,balanced x direct,P1_SUSPEITA,invasao_lateral,CONFIRMADO_P1,posicionamento,_attackTarget / _defendTarget,"Invasão de lado sobrevive à régua corrigida (relativa à posição-base). §26 admite invasão por rotação, cobertura, transição ou perseguição — mas exige motivo, duração, compensação e retorno, e o motor não registra nenhum dos quatro (§18 não implementado).",§18 contrato de função (não iniciada),lado respeitado neste lance = 0.8021
43,15008,1.0,through,4-2-2-2 x 4-3-2-1,tiki x balanced,P1_SUSPEITA,invasao_lateral,FALSO_POSITIVO,—,—,"Defeito de MEDIÇÃO do coletor, não do motor. A régua usa `y` absoluto igual para os dois times (script:141-142), mas os lados são espelhados por equipe — medido no estado bruto: LB do time 0 tem hy=0,110 e LB do time 1 tem hy=0,785. Todo ala de um dos times é marcado NA PRÓPRIA POSIÇÃO-BASE. Sobre os 120 lances a régua do coletor marca 48,95% das amostras (≈ um time inteiro de alas); a régua relativa à base mede 96,31% de respeito ao lado.",§26 respeito aos lados,lado respeitado neste lance = 1.0000 (coletor dizia invasão em 100% dos quadros)
44,15008,15.0,through,4-2-2-2 x 4-3-2-1,tiki x balanced,P1_SUSPEITA,invasao_lateral,FALSO_POSITIVO,—,—,"Defeito de MEDIÇÃO do coletor, não do motor. A régua usa `y` absoluto igual para os dois times (script:141-142), mas os lados são espelhados por equipe — medido no estado bruto: LB do time 0 tem hy=0,110 e LB do time 1 tem hy=0,785. Todo ala de um dos times é marcado NA PRÓPRIA POSIÇÃO-BASE. Sobre os 120 lances a régua do coletor marca 48,95% das amostras (≈ um time inteiro de alas); a régua relativa à base mede 96,31% de respeito ao lado.",§26 respeito aos lados,lado respeitado neste lance = 1.0000 (coletor dizia invasão em 100% dos quadros)
45,15008,30.0,bad_pass,4-2-2-2 x 4-3-2-1,tiki x balanced,P0_SUSPEITA,velocidade,CONFIRMADO_P1,movimento,commitMovement + guarda global (29-r12:85 e :90),"A guarda de frame permite `maxSpd*dt*1.28 + 0.20` por passo. A 7 m/s e dt=1/30 isso autoriza 0,499 m/passo = 14,9 m/s = 2,14× maxSpd. O teto efetivo do motor é o dobro do atributo do jogador, então `maxSpd` não é limite de velocidade — é sugestão.",§32 física,max_speed_ratio = 1.690× maxSpd (reconferido no estado bruto)
45,15008,30.0,bad_pass,4-2-2-2 x 4-3-2-1,tiki x balanced,P0_SUSPEITA,invasao_lateral,FALSO_POSITIVO,—,—,"Defeito de MEDIÇÃO do coletor, não do motor. A régua usa `y` absoluto igual para os dois times (script:141-142), mas os lados são espelhados por equipe — medido no estado bruto: LB do time 0 tem hy=0,110 e LB do time 1 tem hy=0,785. Todo ala de um dos times é marcado NA PRÓPRIA POSIÇÃO-BASE. Sobre os 120 lances a régua do coletor marca 48,95% das amostras (≈ um time inteiro de alas); a régua relativa à base mede 96,31% de respeito ao lado.",§26 respeito aos lados,lado respeitado neste lance = 1.0000 (coletor dizia invasão em 100% dos quadros)
46,15008,45.0,tackle,4-2-2-2 x 4-3-2-1,tiki x balanced,P0_SUSPEITA,velocidade,CONFIRMADO_P1,movimento,commitMovement + guarda global (29-r12:85 e :90),"A guarda de frame permite `maxSpd*dt*1.28 + 0.20` por passo. A 7 m/s e dt=1/30 isso autoriza 0,499 m/passo = 14,9 m/s = 2,14× maxSpd. O teto efetivo do motor é o dobro do atributo do jogador, então `maxSpd` não é limite de velocidade — é sugestão.",§32 física,max_speed_ratio = 1.292× maxSpd (reconferido no estado bruto)
46,15008,45.0,tackle,4-2-2-2 x 4-3-2-1,tiki x balanced,P0_SUSPEITA,invasao_lateral,FALSO_POSITIVO,—,—,"Defeito de MEDIÇÃO do coletor, não do motor. A régua usa `y` absoluto igual para os dois times (script:141-142), mas os lados são espelhados por equipe — medido no estado bruto: LB do time 0 tem hy=0,110 e LB do time 1 tem hy=0,785. Todo ala de um dos times é marcado NA PRÓPRIA POSIÇÃO-BASE. Sobre os 120 lances a régua do coletor marca 48,95% das amostras (≈ um time inteiro de alas); a régua relativa à base mede 96,31% de respeito ao lado.",§26 respeito aos lados,lado respeitado neste lance = 0.8750 (coletor dizia invasão em 100% dos quadros)
46,15008,45.0,tackle,4-2-2-2 x 4-3-2-1,tiki x balanced,P0_SUSPEITA,ameaca_sem_marcador,CONFIRMADO_P0,defesa,_defendTarget ramo _markRef (30-r13-football-observer.js:561),"Cobertura de ameaça medida em 0,618 sobre 294 partidas (limite 0,65). As cinco tentativas de parâmetro registradas no handoff não moveram a métrica (travada em 0,68–0,71): o gargalo é o CÁLCULO da posição de marcação, não o ajuste. `_defendTarget` decide 27,4% das posições defensivas pelo ramo `_markRef`.",§30 defesa coletiva,persistent_uncovered = 1.00
47,15008,63.0,tactical_snapshot,4-2-2-2 x 4-3-2-1,tiki x balanced,P1_SUSPEITA,invasao_lateral,FALSO_POSITIVO,—,—,"Defeito de MEDIÇÃO do coletor, não do motor. A régua usa `y` absoluto igual para os dois times (script:141-142), mas os lados são espelhados por equipe — medido no estado bruto: LB do time 0 tem hy=0,110 e LB do time 1 tem hy=0,785. Todo ala de um dos times é marcado NA PRÓPRIA POSIÇÃO-BASE. Sobre os 120 lances a régua do coletor marca 48,95% das amostras (≈ um time inteiro de alas); a régua relativa à base mede 96,31% de respeito ao lado.",§26 respeito aos lados,lado respeitado neste lance = 1.0000 (coletor dizia invasão em 100% dos quadros)
48,15008,75.0,bad_pass,4-2-2-2 x 4-3-2-1,tiki x balanced,P1_SUSPEITA,invasao_lateral,FALSO_POSITIVO,—,—,"Defeito de MEDIÇÃO do coletor, não do motor. A régua usa `y` absoluto igual para os dois times (script:141-142), mas os lados são espelhados por equipe — medido no estado bruto: LB do time 0 tem hy=0,110 e LB do time 1 tem hy=0,785. Todo ala de um dos times é marcado NA PRÓPRIA POSIÇÃO-BASE. Sobre os 120 lances a régua do coletor marca 48,95% das amostras (≈ um time inteiro de alas); a régua relativa à base mede 96,31% de respeito ao lado.",§26 respeito aos lados,lado respeitado neste lance = 0.9167 (coletor dizia invasão em 100% dos quadros)
48,15008,75.0,bad_pass,4-2-2-2 x 4-3-2-1,tiki x balanced,P1_SUSPEITA,ameaca_sem_marcador,CONFIRMADO_P0,defesa,_defendTarget ramo _markRef (30-r13-football-observer.js:561),"Cobertura de ameaça medida em 0,618 sobre 294 partidas (limite 0,65). As cinco tentativas de parâmetro registradas no handoff não moveram a métrica (travada em 0,68–0,71): o gargalo é o CÁLCULO da posição de marcação, não o ajuste. `_defendTarget` decide 27,4% das posições defensivas pelo ramo `_markRef`.",§30 defesa coletiva,persistent_uncovered = 1.00
